age,age group,eligible,job,salary,marital,education,marital-education,targeted,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,response
53,5,Y,services,55000,divorced,tertiary,divorced-unknown,no,yes,1226,yes,no,cellular,21,aug,2256,24,32,15,other,yes,0
34,8,Y,unknown,120000,divorced,unknown,divorced-primary,no,no,-272,yes,no,telephone,18,sep,266,12,9,14,success,yes,0
50,9,N,entrepreneur,4000,divorced,secondary,single-secondary,yes,yes,-284,no,yes,unknown,27,jan,837,7,379,28,unknown,yes,1
32,9,N,housemaid,4000,married,primary,divorced-secondary,yes,yes,1113,yes,no,cellular,12,nov,1283,24,454,14,success,yes,0
23,7,Y,admin.,0,married,secondary,married-tertiary,no,yes,679,yes,no,unknown,15,jun,864,26,264,22,other,yes,0
25,5,Y,unemployed,120000,single,primary,married-unknown,yes,yes,20585,no,no,unknown,12,mar,1606,31,220,20,other,no,1
63,9,N,student,8000,single,primary,single-unknown,yes,no,4,no,yes,cellular,22,may,86,21,212,4,unknown,yes,1
81,4,Y,technician,120000,single,unknown,single-tertiary,yes,yes,5275,no,yes,cellular,24,jan,1461,12,178,27,success,no,1
62,8,N,unemployed,16000,married,unknown,divorced-primary,no,no,3632,yes,no,unknown,2,apr,1314,50,2,7,success,no,1
67,4,Y,student,60000,single,secondary,divorced-unknown,yes,no,965,yes,no,telephone,17,aug,86,31,481,10,other,yes,0
72,8,N,unknown,70000,divorced,secondary,divorced-unknown,yes,no,3367,yes,no,cellular,24,sep,1111,46,241,32,other,yes,0
36,7,N,technician,16000,divorced,unknown,single-unknown,yes,no,6004,yes,yes,cellular,11,mar,1721,23,249,58,unknown,yes,1
35,7,N,unknown,0,divorced,unknown,single-unknown,no,no,-215,no,yes,telephone,11,apr,310,51,18,23,unknown,yes,1
23,4,Y,retired,55000,single,tertiary,married-unknown,yes,no,8605,yes,yes,cellular,2,sep,965,33,295,20,failure,no,1
28,3,N,blue-collar,50000,single,primary,married-unknown,yes,yes,26765,yes,yes,unknown,15,sep,275,58,257,10,failure,yes,0
68,9,N,unemployed,16000,married,primary,married-primary,no,no,7798,yes,no,telephone,21,aug,839,6,90,6,other,no,1
81,8,N,housemaid,0,married,unknown,divorced-unknown,no,yes,-463,no,no,telephone,22,jun,916,21,772,3,unknown,no,1
73,3,Y,unknown,4000,married,tertiary,divorced-secondary,yes,no,1307,no,no,unknown,7,aug,509,32,48,14,unknown,no,0
84,9,Y,retired,70000,married,primary,single-tertiary,no,yes,10269,no,no,cellular,9,may,273,8,586,22,unknown,no,0
41,9,N,self-employed,50000,married,secondary,divorced-tertiary,no,no,-474,yes,yes,telephone,23,nov,858,1,57,51,unknown,no,0
37,6,N,self-employed,4000,married,tertiary,divorced-unknown,no,no,2696,yes,no,cellular,21,aug,1284,16,203,25,unknown,yes,1
65,5,Y,admin.,100000,married,tertiary,married-tertiary,yes,yes,3524,no,no,cellular,11,nov,1833,36,54,17,failure,no,1
63,2,Y,unemployed,55000,married,tertiary,married-primary,no,no,2799,yes,yes,unknown,18,apr,600,12,160,7,failure,no,0
30,7,Y,blue-collar,8000,married,tertiary,divorced-unknown,no,no,520,yes,no,cellular,27,feb,3025,34,196,23,unknown,yes,1
73,4,N,technician,16000,divorced,unknown,divorced-unknown,yes,no,7744,yes,no,cellular,12,jun,167,51,281,22,unknown,yes,0
39,3,Y,unemployed,20000,divorced,tertiary,single-secondary,no,no,2197,yes,yes,telephone,30,apr,182,12,461,13,other,yes,0
68,7,N,unemployed,20000,divorced,secondary,divorced-tertiary,yes,yes,1816,no,no,unknown,8,feb,1010,30,490,4,unknown,yes,0
95,4,Y,self-employed,8000,divorced,secondary,single-secondary,no,yes,-150,yes,yes,cellular,26,oct,973,33,392,32,unknown,yes,1
44,3,N,management,60000,married,primary,married-secondary,yes,no,8093,yes,yes,unknown,2,nov,593,51,255,29,success,no,1
42,2,Y,unemployed,16000,divorced,unknown,married-secondary,no,no,-491,yes,yes,telephone,28,jul,935,58,350,6,other,no,0
48,6,Y,admin.,55000,divorced,primary,single-secondary,yes,no,-498,no,yes,cellular,29,apr,1003,55,437,14,failure,yes,0
88,1,N,entrepreneur,70000,single,primary,married-secondary,no,yes,19706,yes,yes,unknown,7,jun,96,6,314,12,other,yes,0
18,2,Y,retired,0,divorced,tertiary,married-tertiary,yes,no,6742,no,yes,unknown,22,dec,570,3,35,0,success,yes,1
23,9,N,retired,55000,married,primary,single-tertiary,yes,yes,6386,no,yes,telephone,12,dec,1558,18,446,20,success,no,0
81,3,Y,unemployed,120000,single,unknown,married-tertiary,yes,no,2,yes,no,telephone,26,aug,2187,32,153,2,other,yes,0
36,5,Y,blue-collar,8000,single,secondary,single-unknown,no,no,-628,no,no,cellular,19,jul,826,43,328,6,failure,no,0
76,1,N,blue-collar,16000,single,unknown,single-secondary,yes,yes,2895,no,no,unknown,14,oct,232,31,44,41,other,yes,0
47,2,Y,blue-collar,50000,single,secondary,married-primary,no,no,6767,yes,yes,unknown,23,apr,853,38,15,9,success,no,0
71,7,Y,self-employed,100000,married,secondary,single-secondary,yes,yes,12980,yes,no,unknown,15,jun,1721,33,421,4,success,no,0
86,7,Y,services,50000,single,secondary,divorced-secondary,yes,yes,21664,yes,no,telephone,1,nov,897,14,112,19,failure,no,0
40,2,Y,technician,4000,single,unknown,single-tertiary,yes,no,443,yes,yes,telephone,12,feb,126,63,354,26,other,yes,1
80,3,N,self-employed,100000,single,tertiary,married-primary,yes,yes,917,no,yes,unknown,2,jul,1117,31,206,32,unknown,yes,0
90,9,N,management,100000,married,unknown,married-secondary,no,yes,842,no,no,unknown,11,jan,2053,1,371,27,other,yes,0
55,1,N,unemployed,70000,married,primary,divorced-secondary,yes,yes,-459,yes,yes,unknown,28,jan,848,13,100,13,success,yes,0
21,1,Y,self-employed,0,married,tertiary,married-tertiary,yes,no,6286,yes,no,cellular,21,sep,497,7,381,32,unknown,no,0
48,9,N,student,55000,married,secondary,married-tertiary,yes,no,1370,yes,no,telephone,26,may,625,21,416,275,failure,no,0
95,7,Y,services,55000,married,primary,married-unknown,no,no,1400,yes,yes,unknown,9,feb,753,24,361,22,failure,yes,1
43,9,N,housemaid,55000,single,tertiary,single-secondary,yes,no,34646,yes,yes,unknown,7,sep,290,12,250,20,failure,no,0
53,1,Y,housemaid,50000,divorced,unknown,married-secondary,yes,no,961,yes,no,telephone,28,may,921,10,281,26,failure,no,1
49,9,N,technician,16000,married,secondary,married-unknown,no,yes,3339,no,yes,unknown,12,dec,919,7,243,6,failure,yes,1
79,6,N,unemployed,20000,married,tertiary,single-primary,no,no,-125,no,no,cellular,16,feb,714,13,72,24,failure,no,0
31,4,N,housemaid,20000,single,secondary,married-primary,no,yes,-139,yes,yes,unknown,28,nov,1266,37,234,1,failure,yes,0
57,9,N,self-employed,70000,divorced,tertiary,married-secondary,yes,yes,-848,no,no,cellular,6,mar,249,7,152,19,other,yes,0
47,5,N,technician,100000,single,secondary,married-unknown,no,no,66721,no,no,unknown,23,may,1175,1,838,16,unknown,no,0
69,5,Y,admin.,50000,married,primary,divorced-secondary,no,yes,7608,no,yes,unknown,29,feb,263,4,337,11,unknown,no,1
84,5,N,unemployed,4000,divorced,primary,married-tertiary,no,yes,-295,no,yes,telephone,26,sep,548,22,83,15,other,no,0
30,7,Y,services,55000,single,unknown,married-primary,yes,no,1090,yes,yes,telephone,18,oct,487,16,188,2,unknown,no,0
83,5,Y,entrepreneur,100000,single,tertiary,divorced-unknown,yes,yes,4385,yes,no,cellular,18,jul,1516,21,728,12,failure,no,0
19,9,Y,technician,120000,divorced,unknown,single-secondary,yes,no,1424,no,yes,telephone,9,apr,1691,32,871,29,failure,yes,1
63,8,Y,management,50000,divorced,primary,married-secondary,no,yes,-258,no,no,cellular,1,jan,60,24,98,10,failure,no,0
34,1,N,entrepreneur,0,married,primary,married-primary,yes,yes,1881,no,no,telephone,21,jan,411,34,561,55,unknown,no,1
38,3,N,self-employed,0,married,unknown,single-secondary,no,yes,5057,yes,no,unknown,16,jun,2027,39,579,29,failure,yes,0
65,2,N,retired,16000,married,primary,married-unknown,yes,yes,3649,no,no,unknown,20,apr,1865,9,66,0,unknown,no,0
30,5,N,unknown,120000,single,secondary,married-primary,no,no,829,no,yes,telephone,30,aug,461,27,144,24,failure,no,1
85,7,N,technician,16000,divorced,primary,divorced-unknown,yes,no,12132,yes,yes,telephone,15,aug,1008,22,57,58,failure,yes,0
19,8,Y,technician,16000,single,unknown,divorced-secondary,yes,no,-26,no,yes,cellular,19,apr,557,51,420,5,failure,no,0
60,8,Y,entrepreneur,60000,single,secondary,divorced-primary,yes,no,-204,yes,yes,unknown,28,feb,2087,39,117,5,success,no,0
41,9,N,admin.,4000,single,primary,married-secondary,no,yes,2505,yes,no,telephone,12,apr,1658,30,463,16,unknown,no,1
44,5,N,technician,100000,married,unknown,divorced-tertiary,no,yes,3386,no,yes,cellular,6,aug,978,29,234,18,failure,no,0
23,3,Y,management,70000,married,unknown,single-secondary,yes,no,1213,yes,no,cellular,21,sep,1293,27,535,28,success,no,1
48,1,Y,entrepreneur,100000,single,primary,single-secondary,no,yes,3126,yes,yes,unknown,14,feb,426,58,221,30,other,yes,1
24,9,N,student,60000,married,secondary,single-tertiary,no,no,-1414,yes,yes,unknown,27,jun,931,23,828,14,success,yes,1
74,7,Y,admin.,20000,divorced,unknown,single-secondary,yes,yes,2772,yes,no,unknown,30,jun,479,22,305,35,other,yes,0
83,4,N,admin.,70000,single,tertiary,divorced-primary,yes,yes,-113,no,yes,unknown,15,may,1468,9,108,30,failure,no,0
72,6,N,unknown,4000,single,unknown,married-unknown,no,yes,2739,no,yes,telephone,30,sep,1405,13,363,9,other,yes,1
32,6,N,services,70000,divorced,unknown,single-unknown,yes,yes,4850,yes,no,unknown,2,nov,9,35,421,15,other,yes,1
44,3,N,housemaid,4000,divorced,tertiary,divorced-unknown,no,no,23,no,yes,unknown,16,jan,725,41,22,2,success,yes,0
28,7,N,technician,8000,married,primary,married-tertiary,no,no,2472,yes,no,unknown,1,jul,1438,25,460,15,failure,yes,0
85,1,Y,student,120000,married,unknown,single-tertiary,yes,no,-1329,yes,no,telephone,7,sep,591,30,89,2,success,no,0
52,9,N,blue-collar,0,divorced,primary,married-primary,yes,no,12482,yes,no,telephone,18,apr,1975,2,261,15,unknown,yes,0
38,7,Y,retired,120000,divorced,unknown,single-tertiary,no,yes,2070,yes,yes,unknown,29,jun,221,7,1,13,other,yes,0
43,9,N,admin.,20000,divorced,secondary,divorced-unknown,no,no,8139,yes,yes,telephone,3,jun,547,7,160,3,other,no,1
18,1,Y,retired,120000,married,primary,married-unknown,yes,yes,2625,yes,yes,cellular,9,sep,236,1,316,37,unknown,yes,0
39,6,Y,retired,55000,married,primary,married-secondary,no,no,3578,no,yes,unknown,22,jun,829,24,63,38,unknown,yes,0
40,5,N,services,60000,married,secondary,married-primary,yes,no,3140,no,no,unknown,9,may,1804,50,492,37,unknown,no,1
53,6,N,student,70000,married,secondary,single-tertiary,no,yes,10465,no,yes,cellular,3,apr,246,26,369,22,unknown,yes,0
28,8,Y,self-employed,60000,divorced,secondary,divorced-unknown,yes,yes,1694,yes,yes,telephone,2,jun,1336,41,347,51,other,no,0
63,6,N,housemaid,60000,married,primary,divorced-primary,yes,yes,3571,yes,yes,cellular,3,dec,775,33,422,8,success,yes,1
90,8,N,student,70000,married,unknown,single-secondary,yes,no,649,no,no,unknown,19,sep,698,23,445,12,unknown,yes,1
67,7,N,unknown,70000,single,tertiary,married-tertiary,no,yes,-23,no,no,telephone,7,aug,1543,10,212,24,success,yes,1
28,8,N,self-employed,8000,single,secondary,divorced-secondary,yes,no,-14,no,yes,unknown,1,oct,800,50,86,41,success,yes,0
72,5,N,unemployed,50000,single,unknown,single-tertiary,yes,yes,4464,yes,yes,unknown,17,dec,130,24,286,16,unknown,yes,0
25,3,N,self-employed,100000,single,secondary,single-unknown,yes,yes,6077,no,yes,telephone,25,sep,270,9,74,2,success,yes,1
42,2,Y,management,16000,single,unknown,single-primary,yes,yes,3286,yes,yes,unknown,19,jan,697,38,524,51,unknown,yes,0
68,7,N,unknown,120000,married,tertiary,married-tertiary,yes,yes,80,yes,yes,cellular,1,feb,630,63,331,35,failure,no,0
86,7,N,entrepreneur,60000,single,tertiary,single-secondary,yes,yes,6879,yes,yes,unknown,16,dec,903,15,80,3,success,no,0
56,3,N,blue-collar,60000,single,tertiary,single-unknown,yes,yes,1302,no,no,telephone,9,feb,1603,58,140,7,failure,no,0
77,2,Y,unknown,20000,single,unknown,married-tertiary,yes,no,7635,no,no,cellular,22,nov,1776,51,356,24,other,yes,0
19,7,Y,services,100000,divorced,secondary,single-unknown,yes,yes,1810,no,no,cellular,22,apr,222,35,137,19,other,no,0
58,7,Y,self-employed,60000,single,unknown,single-unknown,no,no,5299,no,no,unknown,30,aug,1250,37,301,29,other,no,1
49,1,Y,technician,0,married,tertiary,single-unknown,yes,yes,622,yes,yes,telephone,20,jun,521,58,253,5,success,no,1
45,7,N,management,8000,single,tertiary,divorced-secondary,yes,yes,1313,no,no,cellular,30,feb,1014,2,137,16,unknown,yes,0
83,8,N,technician,50000,single,unknown,divorced-unknown,yes,no,4647,no,yes,unknown,24,aug,3,7,633,10,other,no,1
62,5,N,admin.,60000,married,unknown,single-primary,yes,no,-193,no,no,cellular,20,sep,572,30,411,1,failure,yes,0
51,8,Y,management,8000,divorced,secondary,married-unknown,no,no,-722,no,no,unknown,30,jan,440,28,357,7,success,yes,1
36,2,Y,technician,4000,divorced,secondary,divorced-secondary,yes,yes,6085,no,yes,cellular,6,oct,191,4,25,51,unknown,yes,0
66,4,N,self-employed,4000,single,primary,married-unknown,no,no,4378,yes,yes,telephone,24,nov,384,20,674,37,other,yes,0
80,1,Y,technician,100000,single,tertiary,single-secondary,yes,no,22341,no,no,telephone,25,mar,216,34,88,35,success,yes,0
40,4,Y,self-employed,8000,married,secondary,single-tertiary,no,yes,1244,no,no,unknown,8,jul,1469,37,187,28,other,no,0
86,8,Y,services,0,single,unknown,married-primary,yes,yes,1519,yes,yes,telephone,21,apr,1628,58,486,32,failure,yes,1
81,9,N,management,20000,married,tertiary,married-primary,no,no,2506,yes,no,cellular,14,sep,1279,63,396,58,failure,no,1
93,1,N,services,120000,married,tertiary,divorced-unknown,no,no,1179,no,yes,cellular,10,mar,2635,7,381,20,unknown,no,0
55,5,N,unknown,120000,divorced,unknown,married-secondary,yes,no,-643,no,no,cellular,7,sep,671,11,514,2,success,yes,1
66,7,Y,entrepreneur,20000,married,primary,single-tertiary,yes,yes,677,yes,yes,unknown,30,may,1031,50,365,25,success,yes,0
79,8,N,self-employed,8000,married,unknown,married-tertiary,no,no,537,yes,no,unknown,20,jul,702,20,322,37,failure,no,0
57,1,Y,student,16000,single,tertiary,divorced-tertiary,no,yes,2669,yes,no,cellular,10,may,81,21,29,3,success,yes,0
90,7,N,services,120000,married,unknown,divorced-tertiary,no,no,4714,yes,no,cellular,8,apr,116,63,204,27,failure,no,1
21,3,Y,housemaid,100000,married,secondary,single-secondary,yes,no,2655,no,yes,unknown,4,may,1855,38,202,58,failure,no,0
24,3,Y,blue-collar,0,married,unknown,divorced-unknown,no,yes,11757,yes,yes,unknown,16,may,605,29,162,24,other,no,1
24,7,Y,entrepreneur,8000,married,secondary,divorced-secondary,no,yes,4634,yes,yes,cellular,10,jun,1265,30,164,29,success,no,1
37,5,N,admin.,100000,married,secondary,single-tertiary,yes,yes,2531,no,no,unknown,21,jun,118,24,361,16,success,yes,1
69,3,N,unknown,8000,divorced,secondary,single-secondary,yes,yes,585,yes,yes,telephone,28,mar,792,6,493,23,other,no,1
40,2,Y,self-employed,70000,divorced,primary,divorced-primary,no,no,7685,no,no,cellular,18,aug,424,51,253,21,unknown,yes,1
68,3,N,technician,20000,single,secondary,married-unknown,yes,no,2688,yes,no,telephone,6,oct,1865,30,155,11,other,yes,0
73,5,Y,entrepreneur,16000,married,tertiary,single-tertiary,yes,no,1857,yes,yes,cellular,21,jan,1393,38,286,1,other,yes,1
64,9,Y,management,8000,married,secondary,single-unknown,yes,yes,4145,no,no,cellular,31,jun,670,10,101,37,failure,yes,0
69,6,N,student,120000,divorced,unknown,divorced-primary,no,no,5873,no,no,cellular,7,sep,158,6,49,25,success,yes,1
59,6,N,services,60000,single,tertiary,divorced-primary,yes,yes,2656,yes,no,telephone,11,dec,694,28,35,37,unknown,no,1
55,8,Y,unemployed,100000,divorced,tertiary,single-unknown,no,yes,1423,no,no,cellular,19,nov,595,35,398,17,failure,yes,1
82,1,N,housemaid,50000,married,secondary,married-primary,no,no,-451,yes,yes,unknown,12,jun,1112,51,97,29,success,no,1
93,5,N,unknown,120000,single,secondary,married-tertiary,yes,yes,2172,yes,yes,unknown,17,nov,719,2,237,40,unknown,no,1
18,2,Y,housemaid,70000,divorced,primary,married-primary,yes,no,7005,no,yes,unknown,1,jul,14,10,362,8,failure,no,0
21,9,N,management,70000,single,tertiary,divorced-primary,no,no,431,yes,no,unknown,14,jun,1318,30,168,6,unknown,yes,1
29,5,Y,admin.,70000,single,unknown,divorced-primary,no,no,-735,yes,yes,cellular,22,jan,1162,18,190,23,failure,no,1
83,9,N,unknown,4000,married,primary,divorced-secondary,no,no,8982,no,yes,telephone,24,nov,595,22,444,19,unknown,yes,1
74,3,Y,unemployed,4000,divorced,primary,single-secondary,yes,no,29312,yes,no,unknown,27,dec,1365,28,283,51,unknown,yes,1
95,9,Y,unemployed,0,single,unknown,married-unknown,yes,no,6958,no,no,cellular,30,jan,420,28,467,29,failure,no,0
29,7,Y,self-employed,8000,married,primary,divorced-primary,no,yes,13107,yes,no,unknown,27,apr,210,34,238,0,failure,yes,1
69,2,Y,retired,8000,single,primary,married-unknown,no,no,8629,no,no,unknown,6,jul,733,14,674,20,failure,yes,1
84,7,Y,housemaid,70000,single,primary,married-primary,no,no,4297,yes,no,telephone,13,may,752,1,70,55,success,no,0
45,1,Y,retired,20000,divorced,tertiary,divorced-tertiary,no,yes,-184,no,no,telephone,28,jul,82,34,232,23,failure,yes,0
61,4,N,blue-collar,20000,married,primary,divorced-tertiary,no,no,2093,no,no,unknown,6,dec,1239,21,445,8,success,yes,1
47,8,N,admin.,0,married,unknown,single-tertiary,no,yes,-767,yes,no,unknown,18,feb,703,23,432,58,success,no,1
56,7,N,unknown,4000,single,secondary,divorced-secondary,no,yes,1496,no,yes,cellular,13,aug,673,25,586,38,failure,no,1
59,5,N,technician,20000,single,unknown,married-primary,yes,yes,1663,no,yes,cellular,29,apr,550,22,27,2,success,yes,1
45,3,Y,technician,60000,married,secondary,divorced-primary,yes,no,36221,no,no,cellular,17,mar,1076,20,104,19,other,yes,1
36,9,Y,self-employed,55000,divorced,primary,single-tertiary,yes,yes,3455,no,no,telephone,15,mar,1245,15,31,26,unknown,no,1
55,5,N,technician,50000,single,unknown,married-unknown,yes,no,693,no,no,telephone,2,aug,158,19,119,17,failure,yes,0
59,4,N,admin.,16000,divorced,unknown,single-secondary,no,no,3717,no,no,unknown,2,sep,152,37,280,40,other,yes,0
79,8,N,admin.,20000,single,tertiary,divorced-unknown,yes,no,454,no,yes,unknown,6,aug,651,16,94,20,unknown,no,1
86,7,N,unknown,70000,single,tertiary,single-primary,no,no,2001,no,yes,unknown,27,jun,746,39,46,5,unknown,no,0
28,9,Y,admin.,55000,single,tertiary,married-tertiary,yes,yes,1289,no,no,cellular,20,jan,113,33,328,25,other,yes,0
40,4,N,admin.,50000,divorced,secondary,single-tertiary,yes,yes,827,no,yes,cellular,6,jan,2191,28,587,19,unknown,yes,1
84,2,Y,management,0,married,secondary,married-unknown,yes,no,4256,yes,yes,unknown,31,may,1143,6,200,28,failure,no,0
77,7,N,technician,100000,married,primary,married-primary,yes,yes,501,yes,yes,cellular,26,apr,800,1,403,17,other,no,1
37,3,N,housemaid,100000,divorced,primary,divorced-secondary,no,yes,676,yes,yes,cellular,18,oct,1223,32,207,12,failure,no,1
85,3,Y,blue-collar,60000,married,secondary,single-tertiary,yes,no,629,yes,yes,cellular,20,aug,581,36,125,10,other,yes,1
43,3,Y,student,55000,married,secondary,single-unknown,no,no,24277,no,yes,unknown,7,mar,932,12,164,58,unknown,no,1
69,5,Y,services,55000,married,secondary,married-tertiary,no,no,36252,no,no,unknown,10,jul,1039,51,278,28,unknown,no,1
61,7,Y,entrepreneur,70000,divorced,secondary,divorced-secondary,yes,no,7080,yes,yes,telephone,5,jan,1225,30,127,25,failure,no,0
44,6,Y,services,55000,divorced,primary,divorced-tertiary,no,yes,4150,yes,yes,unknown,5,jun,415,3,376,20,other,no,0
19,6,Y,housemaid,4000,single,secondary,married-secondary,no,no,3854,yes,no,cellular,20,apr,1098,28,44,4,unknown,no,0
94,1,N,admin.,50000,divorced,tertiary,married-tertiary,no,no,2076,no,no,telephone,16,aug,1329,37,166,5,other,no,0
48,8,N,retired,100000,divorced,tertiary,single-tertiary,yes,yes,10374,yes,yes,cellular,12,jun,565,24,412,0,other,no,0
89,8,Y,management,100000,married,unknown,married-unknown,yes,yes,15,yes,yes,unknown,12,may,922,17,521,24,failure,no,1
48,1,N,unknown,20000,divorced,tertiary,married-unknown,yes,yes,3918,yes,no,cellular,15,mar,149,23,323,23,unknown,no,0
65,8,N,student,55000,divorced,tertiary,divorced-secondary,no,no,4016,no,no,telephone,29,oct,1917,39,35,13,unknown,yes,0
86,1,N,blue-collar,60000,married,tertiary,divorced-unknown,yes,no,4867,yes,no,unknown,19,jan,793,43,302,7,success,yes,1
34,2,Y,unemployed,100000,married,tertiary,divorced-secondary,yes,yes,-1455,yes,yes,telephone,1,aug,855,12,15,19,unknown,yes,0
84,8,Y,unknown,20000,divorced,tertiary,single-secondary,yes,yes,4986,no,yes,unknown,28,apr,629,13,410,28,failure,yes,0
53,7,N,unemployed,100000,married,secondary,married-tertiary,yes,yes,4148,no,no,telephone,10,oct,382,38,521,35,success,no,0
72,3,Y,unknown,60000,married,tertiary,divorced-unknown,yes,no,924,yes,yes,cellular,13,mar,875,43,442,0,other,yes,0
35,6,Y,blue-collar,50000,divorced,tertiary,divorced-unknown,yes,yes,13774,no,no,cellular,25,may,2187,37,96,6,unknown,no,0
93,1,Y,unknown,60000,divorced,tertiary,divorced-tertiary,yes,yes,14352,yes,yes,unknown,21,apr,1502,36,667,29,other,no,0
39,7,N,housemaid,8000,single,primary,single-unknown,no,no,14004,no,no,telephone,15,may,2055,16,495,35,unknown,no,1
44,7,Y,entrepreneur,55000,single,tertiary,divorced-unknown,yes,yes,2155,no,yes,telephone,20,nov,586,34,547,9,success,no,0
76,5,N,student,55000,divorced,tertiary,divorced-tertiary,yes,yes,1507,yes,no,telephone,5,jan,685,9,322,16,unknown,no,1
68,8,Y,entrepreneur,100000,divorced,secondary,divorced-primary,no,no,1991,no,yes,cellular,3,apr,1408,37,416,1,unknown,yes,0
74,5,N,student,100000,single,unknown,divorced-primary,no,yes,1013,no,yes,unknown,30,may,773,25,403,0,failure,no,1
32,9,Y,retired,16000,divorced,tertiary,single-unknown,no,yes,35,yes,yes,cellular,19,sep,967,8,162,21,failure,yes,1
68,8,N,entrepreneur,0,divorced,secondary,single-unknown,yes,yes,2507,yes,no,telephone,11,mar,480,23,446,6,other,no,1
25,6,N,student,70000,single,primary,divorced-unknown,yes,no,-540,yes,yes,cellular,21,sep,938,26,43,30,other,yes,0
69,1,N,blue-collar,70000,single,secondary,single-tertiary,no,yes,1506,no,yes,unknown,26,jul,817,35,264,22,success,no,0
65,7,N,admin.,0,divorced,unknown,single-primary,no,no,460,yes,yes,cellular,10,jul,260,16,749,15,other,yes,1
38,5,N,self-employed,120000,single,unknown,divorced-secondary,no,no,2105,yes,yes,cellular,25,mar,873,16,214,29,unknown,yes,1
60,3,N,unknown,100000,single,unknown,divorced-secondary,no,yes,1591,yes,no,unknown,19,aug,2029,4,314,1,other,no,1
46,1,Y,management,70000,married,unknown,divorced-secondary,no,yes,5927,yes,yes,telephone,19,jan,894,2,109,14,unknown,yes,1
88,4,Y,student,8000,married,primary,divorced-unknown,no,no,2710,yes,no,unknown,22,nov,1333,12,61,38,other,yes,1
26,8,N,retired,8000,divorced,tertiary,single-unknown,no,yes,15035,yes,no,cellular,20,nov,2055,7,48,23,success,no,0
78,9,N,management,55000,single,unknown,divorced-primary,no,yes,2333,no,no,cellular,6,apr,1616,16,674,37,success,yes,0
26,4,N,management,55000,single,secondary,married-secondary,yes,yes,2219,no,no,cellular,31,apr,565,38,335,22,other,no,1
70,5,N,unknown,50000,divorced,unknown,single-primary,yes,no,9,no,no,cellular,7,dec,1727,33,390,2,unknown,yes,0
30,4,Y,unemployed,8000,married,primary,married-secondary,no,yes,4223,yes,no,telephone,20,dec,1067,15,392,1,failure,no,1
65,4,Y,admin.,8000,married,secondary,married-secondary,no,yes,1741,yes,yes,cellular,23,dec,1326,13,227,38,other,yes,0
38,1,Y,entrepreneur,70000,single,unknown,married-primary,yes,yes,1191,no,yes,telephone,25,dec,754,7,169,29,other,yes,1
62,4,Y,housemaid,100000,single,tertiary,single-secondary,yes,yes,4117,no,no,cellular,10,apr,1108,44,330,58,unknown,no,0
22,9,N,student,20000,divorced,secondary,married-primary,yes,yes,680,no,yes,telephone,26,sep,57,14,71,22,success,yes,1
60,2,N,entrepreneur,100000,single,tertiary,divorced-secondary,yes,no,-300,yes,no,unknown,16,may,960,7,392,8,failure,yes,0
35,7,N,entrepreneur,4000,divorced,primary,divorced-primary,no,yes,991,no,no,telephone,27,sep,1369,8,390,6,success,no,1
38,7,N,blue-collar,4000,divorced,unknown,divorced-primary,yes,yes,2967,no,no,telephone,2,jun,1140,16,275,1,failure,no,1
46,6,Y,admin.,120000,married,tertiary,divorced-primary,yes,yes,4711,no,yes,cellular,7,jul,336,58,45,51,success,no,1
29,6,Y,entrepreneur,16000,married,tertiary,married-secondary,yes,no,1229,yes,yes,telephone,17,jan,1141,16,480,4,other,no,0
31,1,N,technician,0,married,secondary,single-secondary,no,no,9687,no,no,unknown,17,may,952,28,491,35,success,yes,1
21,4,Y,self-employed,55000,married,secondary,married-secondary,yes,yes,3100,yes,no,cellular,5,jun,2016,9,404,12,failure,yes,1
29,7,Y,admin.,8000,single,unknown,divorced-secondary,no,yes,4515,yes,no,cellular,26,sep,308,3,225,1,unknown,no,1
35,4,Y,unemployed,60000,married,unknown,single-unknown,yes,yes,7255,yes,yes,cellular,11,mar,1432,44,25,40,success,yes,1
65,5,N,unknown,100000,married,secondary,divorced-primary,yes,yes,535,yes,no,telephone,24,jun,2775,12,336,13,unknown,yes,0
71,2,N,services,8000,single,primary,married-primary,no,no,2193,no,yes,telephone,20,jul,2016,63,399,32,success,no,0
35,5,Y,blue-collar,50000,single,secondary,married-unknown,no,no,21096,yes,yes,telephone,13,aug,1175,27,594,37,unknown,no,0
65,7,Y,blue-collar,100000,married,primary,married-tertiary,yes,yes,14902,yes,no,cellular,9,mar,954,37,417,15,other,yes,1
18,7,N,blue-collar,50000,married,tertiary,married-unknown,yes,yes,2005,yes,no,telephone,22,oct,749,4,366,4,success,yes,1
37,5,N,technician,100000,married,secondary,single-tertiary,yes,yes,7067,no,yes,unknown,23,jan,1035,43,43,8,unknown,yes,0
90,2,N,services,60000,divorced,tertiary,married-unknown,no,yes,-820,yes,yes,telephone,4,nov,489,14,425,19,unknown,no,0
30,3,Y,management,16000,divorced,secondary,divorced-secondary,no,no,631,no,no,unknown,2,aug,1600,41,464,21,success,yes,1
56,5,N,unemployed,20000,single,secondary,married-secondary,no,no,1727,no,no,telephone,4,mar,714,50,454,40,failure,yes,0
18,5,Y,technician,8000,divorced,tertiary,single-secondary,yes,no,86,yes,yes,cellular,26,apr,740,6,156,55,failure,no,1
